"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07"
"Mecklenburg County","NC","Charlotte-Concord-Gastonia","37","119",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1795,2025,2195,1872.5,1900,1995,1800,1895,1997.5,2025,2200,2075,1965,2150,2100,2050,2000,2000,2050,2137.5,2262.5,2100,2260,2100,1900,1797.5,2075,2100,2095,2200,2172.5,2137.5,2100,2100,2100,2345,2295,2197,2245,2145,2147.5,2085,2107.5,2047.5,2107.5,2120,2050,2145,2095,2322.5,2200,2200,2197.5,2200,2162.5,2150,2172.5,2100,2200,2267.5,2300,2314,2314
"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls","36","029",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.5,800,800,750,750,837.5,850,800,725,780,800,800,800,797.5,800,925,850,800,895,850,897.5,860,850,900,900,850,975,950,1000,975,1000,975,950,900,900,950,900,950,950,950,977.5,975,1000,950,990,950,950,950,950,975,1000,1000,1025,1065,1035,1000,1000,975,950,900,950,997.5,1000,1050,1000,1000,1000
"Hartford County","CT","Hartford-West Hartford-East Hartford","09","003",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1275,1200,1200,1200,1200,1200,1185,1100,1100,1200,1100,1200,1200,1300,1300,1200,1250,1275,1295,1295,1300,1350,1350,1350,1350,1385,1350,1300,1275,1300,1300,1300,1275,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1337.5
"Duval County","FL","Jacksonville","12","031",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.5,1600,1572.5,1600,1675,1595,1595,1750,1835,1747.5,1672.5,1650,1550,1650,1666.5,1650,1547.5,1645,1625,1625,1525,1597.5,1672.5,1650,1790,1700,1650,1675,1595,1600,1625,1625,1672.5,1695,1749,1850,1749,1900,1845,1825,1722.5,1695,1749.5,1672.5,1650,1600,1650,1650,1750,1702.5,1945,1850,1972.5,1845,1975,1850,1807.5,1820,1627.5,1615,1695,1650,1913,1775,1700,1793,1650,1682.5,1500,1661.5,1650,1800,1897.5,1755,1650,1720
"New Haven County","CT","New Haven-Milford","09","009",39,975,895,950,950,962.5,1000,1100,1050,1000,975,975,975,950,950,1025,1000,975,1000,1065,1090,1100,1100,1025,1012.5,1037.5,1012.5,1000,1012.5,1100,1100,1100,1100,1050,1100,1100,1050,1000,1065,1050,1050,1050,1075,1100,1050,1065,1050,1025,1050,1050,1050,1097.5,1000,1100,1100,1100,1065,1075,1050,1100,1150,1150,1150,1125,1100,1100,1112.5,1125,1100,1100,1100,1100,1150,1100,1150,1200,1100,1150,1100,1200,1100,1100,1100,1100,1150,1200,1250,1200,1250,1250,1250,1262.5,1250,1250,1245,1200,1200,1300,1300,1300,1350,1385,1385,1374.5,1275,1200,1250,1300,1250,1300,1300,1262.5,1300,1300,1350
"Ventura County","CA","Oxnard-Thousand Oaks-Ventura","06","111",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3950,3950,4197.5,4000,3850,3900,4200,4172.5,3950,3700,3862.5,3800,3850,4000,3972.5,4000,4100,4100,4300,4750,4500,3995,4074,4275,4250,4200,4000,4200,4275,4275,3975
"Gwinnett County","GA","Atlanta-Sandy Springs-Roswell","13","135",41,,,,,,,,1947.5,1800,1699,1800,1750,1900,1800,1895,2000,1800,1800,1799.5,1850,1737.5,1795,1700,1750,1800,1700,1750,1750,1797.5,1775,1700,1650,1650,1700,1600,1650,1700,1700,1700,1695,1695,1650,1650,1650,1625,1550,1500,1495,1500,1517.5,1550,1650,1610,1672.5,1625,1700,1700,1700,1700,1700,1705,1819.5,1840,1811,1870,1950,1900,1850,1897.5,1850,1850,1850,1847.5,1890,1895,1895,1895,1847.5,1785,1872.5,1850,1950,1895,1850,1850,1897,1944,1900,1885,2000,1995,1950,1940,1900,1995,1995,1950,1995,1995,1975,2027,1995,2000,2050,2045,2072.5,2000,2000,1995,2000,2095,2100,2100,2025
"Worcester County","MA","Worcester","25","027",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1295,1300,1387.5,1350,1350,1337.5,1450,1300,1212.5,1300,1300,1300,1300,1500,1500,1450,1475,1425,1450,1395,1400,1400,1425,1450,1500,1500,1500,1412.5,1475,1500,1600,1500
"Collin County","TX","Dallas-Fort Worth-Arlington","48","085",43,,,,,,,,,,,,,2200,2292.5,2197.5,2325,2300,2300,2200,2300,2197,2200,2199,2200,2100,2050,2200,2295,2200,2250,2297.5,2250,2300,2300,2295,2095,2150,2100,2195,2290,2250,2299,2300,2300,2200,2272.5,2400,2397.5,2300,2300,2350,2445,2450,2450,2400,2422.5,2390,2395,2397.5,2447.5,2495,2450,2495,2600,2695,2550,2500,2600,2750,2550,2597.5,2550,2500,2600,2500,2500,2695,2600,2700,2550,2495,2498.5,2495,2495,2475,2495,2500,2499,2550,2500,2495,2550,2550,2550,2500,2600,2500,2500,2547.5,2700,2685,2650,2700,2650,2600,2500,2550,2650,2690,2749.5,2700,2600,2625,2700
"Monroe County","NY","Rochester","36","055",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.5,995,950,987.5,1100,1112.5,1215,1225,1275,1250,1200,1235,1200,1095,1125,1050,1125,1250,1250,1300,1274.5,1250
"Essex County","MA","Boston-Cambridge-Newton","25","009",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2700,2500,2350,2500,2300,2300,2550,2600,2350,2500,2550,2400,2300,2600,2400,2500,2400,2180,2000,2000,2125,2100,2000,2200,2250,2350,2500,2500
"Suffolk County","MA","Boston-Cambridge-Newton","25","025",46,,,,,,,,,,,,,,,,,,,,,,,,3900,3600,3750,3900,3900,3875,3800,3800,3900,3800,3800,3900,4200,4000,3900,3900,3900,3900,3900,3750,3800,3900,3975,4100,4200,4150,4150,4150,4000,3900,3800,3800,3900,4000,3900,4200,4300,4275,4200,4000,4000,3900,3800,3800,3800,3700,3950,4200,4500,4500,4350,4200,4200,4000,4000,4000,4000,3962.5,3900,4200,4500,4500,4500,4400,4400,4300,4250,4250,4200,4000,4400,4700,4800,4800,4600,4500,4500,4400,4300,4250,4200,4100,4500,4850,5000,4900,4750,4650,4600,4500,4450
"Oklahoma County","OK","Oklahoma City","40","109",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1072.5,1072.5,1050,1072.5,962.5,990,975,1000,1050,1075,1150,1097.5,1095
"San Mateo County","CA","San Francisco-Oakland-Hayward","06","081",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972.5,3150,3100,3100,2950,2995,2800,2725,2775,2760,3000,3500,3397.5,3500,2950,3095,3100,2950,3145,3500,3200,3175,3080,3100,3200,3200,3200,3397.5,3575,3400,3195,3010,3175,3350,3450,3450
"Snohomish County","WA","Seattle-Tacoma-Bellevue","53","061",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2397.5,2295,2397.5,2600,2785,2595,2525,2499.5,2550,2550,2322.5,2300,2599,2500,2500,2500,2499.5,2500,2500,2645,2500,2597.5,2695,2647.5,2600,2447,2595,2497,2672.5,2750
"Cobb County","GA","Atlanta-Sandy Springs-Roswell","13","067",50,,,,,,,,,,2297.5,2225,2300,2200,2000,2200,2250,2345,2300,2222.5,2275,2300,2100,2025,2000,1999,2200,2195,2000,2100,2400,2200,2000,1962.5,2000,1900,1900,1950,1900,1900,1950,1900,1950,1950,1900,1900,1800,1990,2000,1950,1972.5,2000,2197.5,2200,2250,2147.5,2000,2200,2200,2100,2045,2200,2150,2300,2200,2200,2275,2247.5,2295,2300,2250,2199.5,2300,2350,2300,2397.5,2345,2300,2300,2250,2300,2200,2300,2345,2100,2175,2200,2269,2210,2200,2370,2300,2392.5,2200,2250,2267.5,2225,2312.5,2250,2250,2301,2472.5,2382.5,2400,2300,2200,2225,2200,2254.5,2250,2275,2300,2392.5,2392.5,2400
"San Joaquin County","CA","Stockton-Lodi","06","077",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1700,1620,1795,1675,1662.5,1672.5,1795,1800,1832,1850,1922.5,1745,1750,1872,1650,1650,1695,1650,1695,1700,1950,1995,1950,1847.5,1850,2150,1950,2000,2275,2350,2195,1950,2200,2325,2297.5,2250,2275,2350,2397.5,2400,2250,2250,2125,2200,2300,2495,2495,2500,2375,2300,2400,2430,2375,2300,2400,2450,2250,2500,2472.5,2400,2550,2472.5,2550
"Jackson County","MO","Kansas City","29","095",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,1000,995,1000,999,999,999,1000,1029.5,999,1002.5,1095,1097.5,1035,1095,1050
"Norfolk County","MA","Boston-Cambridge-Newton","25","021",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,5500,5500,6000,5500,5500,5000,4600,4587.5,4400,5150,5800,5750,5600,5700,5600,5400,4850,4800
"Denton County","TX","Dallas-Fort Worth-Arlington","48","121",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145,2875,2875,2690,2547.5,2775,2400,2400,2497.5,2900,2695,2650,2600,2674.5,2895,2650,2400,2750,2575,2600,2600,2947.5,3150,2995,2922.5,2995,2695,2650,2900,2650,2595,2597.5,2750,2775,2750,2697.5,2700,2700,2800,2800,2800,2700,2600,2600,2750,2600,2700,2600,2750,2700,2650,2925,2947.5,2750,2662.5,2500,2672.5,2852.5,2900,2830,2950,2772.5
"Hudson County","NJ","New York-Newark-Jersey City","34","017",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2500,2300,2350,2200,2200,2200,2300,2347.5,2500,2650,2500,2422.5,2499,2500,2499.5,2499.5,2500,2499,2500,2350,2300,2399,2500,2500,2550,2500
"Davidson County","TN","Nashville-Davidson--Murfreesboro--Franklin","47","037",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1887.5,1685,1650,1900,1800,1700,1600,1825,1887.5,1700,1775,1875,1950,1950,1847.5,1950,2150,2200,1925,1950,1995,1825,1849,1900,1900,1875,1799,1925,1800
"El Paso County","CO","Colorado Springs","08","041",57,,,,,,,,,,,,1650,1695,1995,1825,1725,1800,1700,1625,1675,1600,1695,1700,1650,1500,1700,1950,1800,1750,1650,1650,1650,1675,1650,1650,1695,1650,1695,1795,1700,1675,1600,1650,1697,1625,1650,1650,1625,1650,1650,1695,1795,1785,1795,1800,1795,1750,1697.5,1700,1700,1750,1800,1850,1900,1900,1862.5,1900,1850,1800,1750,1750,1750,1695,1750,1800,1900,1800,1850,1895,1749,1750,1800,1872.5,1950,1950,1972.5,2000,2095,2095,2000,2000,2095,2100,1995,1895,1950,2047.5,2195,2195,2100,2100,2212.5,2150,2095,2072.5,1995,2095,2195,2097.5,2147.5,2150,2100,2250,2200
"Fort Bend County","TX","Houston-The Woodlands-Sugar Land","48","157",58,,,,,,,,,,,,,,,,,,,2750,2750,2900,2850,2925,2900,2900,3000,2800,2950,3200,3200,3100,3000,2950,2995,3000,3000,3399,3000,3100,3000,2750,2875,2800,2775,2700,2800,2900,3000,2900,2995,2900,2997.5,3250,3150,3000,2900,2800,2800,2900,2800,2900,3037.5,3197,3100,3225,3399.5,3255,3200,3350,3497.5,3300,3150,3100,3100,3100,2975,3000,3000,3000,3000,2950,2995,2950,2887.5,2800,2800,2750,2800,2800,2800,2850,2800,2800,2800,2800,2750,2699.5,2772.5,2800,2800,2900,2877,2895,2750,2697.5,2800,2800,2750,2725,2850,2825,3000,2900,2900
"Jefferson County","CO","Denver-Aurora-Lakewood","08","059",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2100,2222.5,2295,2225,2195,1950,2060,2100,2300,2300,2399.5,2400,2400,2250,2295,2300,2200,2147.5,2325,2400,2247.5,2200,2295,2300,2495,2750,2650,2500,2300
"Washington County","OR","Portland-Vancouver-Hillsboro","41","067",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,2350,2325,2395,2395,2195,2320,2495,2345,2447.5,2595,2550,2195,2195,2197.5,2297.5,2400,2337.5,2375,2447.5,2495,2647.5,2772.5,2625
"Ramsey County","MN","Minneapolis-St. Paul-Bloomington","27","123",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1722.5,1650,1800,1900,1712.5,1812.5,1750,1800,1497.5,1700,1777.5,1782.5,1985,1910,1700,2000,1900,1937.5
"Sedgwick County","KS","Wichita","20","173",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1322.5,1295,1350,1350,1295,1260,1105,1250,1095,1250,1175,1200,1225,1210,1350,1350,1200,1205,1125,1250,1197.5,1195,1195,1195,1192.5,1285,1210,1275,1350,1295
"Spokane County","WA","Spokane-Spokane Valley","53","063",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1172.5,1300,1245,1200,1200,1295,1175,1225,1275,1250,1222.5,1140,1295,1475,1500,1575,1585,1495,1350,1337.5,1375,1525,1499.5,1499,1499,1500,1545,1550
"Virginia Beach City","VA","Virginia Beach-Norfolk-Newport News","51","810",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2200,2225,2100,2200,2050,2050,2200,2197.5,2100,1950,2200,2250,2395,2250,2100,1992.5,2050,2295,2100,1925,2000,2000,2225,2300,2300,2297.5,2147.5,2300,2247.5,2200,2200,2295,2100,2100,2395,2395,2295,2000,2050,2095,2097.5,2100,2100,2200,2200,2472.5,2400,2337.5,2250,2395,2395,2347.5,2297.5,2095,2100,2250,2200,2275,2195,2550,2400,2462.5,2337.5,2367.5,2295,2200,2295,2200,2295,2300,2400,2400,2462.5,2495,2400,2300,2395,2395,2497.5,2500,2495,2400,2600,2500,2472.5,2650
"Richland County","SC","Columbia","45","079",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1695,1697.5,1700,1737.5,1795,1600,1850,1975,1700,1700,1622.5,1597,1575
"Davis County","UT","Ogden-Clearfield","49","011",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,1775,1850,1695,1650,1750,1695,1695,1722.5,1725,1795,1795,1750,1772.5,1795,1800,1750,1750,1795,1750,1795,1795,1822.5,1850,1895,1872.5
"Albany County","NY","Albany-Schenectady-Troy","36","001",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1372.5,1350,1200,1200,1200,1125,1097.5,1200,1200,1275,1500,1650,1400,1395,1325,1200,1220,1220,1300,1500,1600,1537.5,1615,1500,1500,1550,1500,1500,1447.5
"Anchorage Borough","AK","Anchorage","02","020",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1575,1587.5,1650,1750,1697.5,1700,1610,1500,1495,1600,1595,1695,1650,1625,1600,1675,1797.5,1850,1887.5,1800,1800,1795,1700,1625,1695,1750,1800,1800,1700,1800
"Osceola County","FL","Orlando-Kissimmee-Sanford","12","097",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2672.5,2324.5,2300,2100,2350,2275,2350,2125,2200,2200,2075,2400,2322.5,2200,2200,2150,2137.5,2250,2350,2350
"Chesapeake City","VA","Virginia Beach-Norfolk-Newport News","51","550",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.5,2497.5,2495,2400,2295,2295,2275,2225,2362.5,2375,2400,2400,2400,2445,2495
"Cherokee County","GA","Atlanta-Sandy Springs-Roswell","13","057",71,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2250,2000,2000,1895,1995,1997.5,1900,1800,1800,1800,1995,2100,2100,2025,1895,1995,1895,1895,1900,1900,1750,1750,1772.5,1750,1800,1800,1750,1750,1800,1825,1897.5,1897,1872.5,1800,1785,1750,1750,1777,1825,1850,1837.5,1750,1800,1867,1800,1895,1787.5,1872.5,1895,1850,1885,2000,1975,2000,1832.5,1875,1800,1824.5,1800,1955.5,1865,1950,1977,1987.5,1922.5,1895,1895,2000,1949.5,2000,2072.5,2000,2000,1997.5,1995,2000,2000,2030,2095,2052.5,2000,1963,1915,2000,2000,1918,1934
"Henry County","GA","Atlanta-Sandy Springs-Roswell","13","151",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,1575,1595,1680,1700,1700,1675,1700,1667.5,1697.5,1700,1650,1670,1700,1650,1697.5,1750,1715,1700,1723.5,1700,1700,1700,1795,1710,1700,1732.5,1750,1815.5,1750,1750
"Union County","NC","Charlotte-Concord-Gastonia","37","179",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195,2192,2242.5,2199,2199.5,2250,2295,2245,2245,2195,2200,2100,2125,2192.5,2200,2185,2095,2225,2299.5,2319.5,2295,2299,2200,2214.5,2237.5,2250,2175,2185,2200,2395,2395
"Saint Johns County","FL","Jacksonville","12","109",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,2612.5,2562,2595,2685,2461,2444.5,2459.5,2497.5,2475,2525,2492.5,2400,2395,2422.5,2647.5,2447.5,2495,2420,2500,2500,2397.5,2322.5
"Forsyth County","GA","Atlanta-Sandy Springs-Roswell","13","117",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2485,2300,2200,2300,2497.5,2400,2350,2200,2225,2225,2200,2450,2775,2595,2500,2400,2300,2200,2200,2200,2295,2500,2425,2500,2495,2425,2400,2437.5,2325,2500,2200,2250,2300,2295,2400,2375,2550,2500,2500,2395,2399,2300,2300,2274,2250,2325,2400,2375,2350,2300,2347.5,2322.5,2445,2272.5,2300,2392.5,2497.5,2512.5,2495,2500,2472.5
"Columbia County","GA","Augusta-Richmond County","13","073",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1797.5,1725,1750,1825,1800,1850,1850,1797,1899,1872.5,1900,1897.5,1825,1895,1895,1895,1800
"Pitkin County","CO","Glenwood Springs","08","097",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,45000,50000,50000,47500,50000,50000,50000,50000,45000,45000,50000
